,skip,arch,host,distro,release,pkg,file,path,count
2460,False,arm64,ubuntu-stable,noble,ionic,gz-transport14,libgz-transport14-log_14.2.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-transport14/libgz-transport14-log_14.2.0-1%7enoble_arm64.deb,10
2461,False,arm64,ubuntu-stable,noble,ionic,gz-transport14,libgz-transport14-log-dev_14.2.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-transport14/libgz-transport14-log-dev_14.2.0-1%7enoble_arm64.deb,9
2462,False,arm64,ubuntu-stable,noble,ionic,gz-transport14,libgz-transport14-parameters_14.2.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-transport14/libgz-transport14-parameters_14.2.0-1%7enoble_arm64.deb,10
2463,False,arm64,ubuntu-stable,noble,ionic,gz-transport14,libgz-transport14-parameters-dev_14.2.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-transport14/libgz-transport14-parameters-dev_14.2.0-1%7enoble_arm64.deb,9
2464,False,arm64,ubuntu-stable,noble,ionic,gz-transport14,libgz-transport14-dev_14.2.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-transport14/libgz-transport14-dev_14.2.0-1%7enoble_arm64.deb,9
2465,False,arm64,ubuntu-stable,noble,ionic,gz-gui9,libgz-gui9-dev_9.0.2-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-gui9/libgz-gui9-dev_9.0.2-1%7enoble_arm64.deb,6
2466,False,arm64,ubuntu-stable,noble,ionic,gz-physics8,libgz-physics8_8.3.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-physics8/libgz-physics8_8.3.0-1%7enoble_arm64.deb,7
2467,False,arm64,ubuntu-stable,noble,ionic,gz-physics8,libgz-physics8-core-dev_8.3.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-physics8/libgz-physics8-core-dev_8.3.0-1%7enoble_arm64.deb,6
2468,False,arm64,ubuntu-stable,noble,ionic,gz-physics8,libgz-physics8-sdf-dev_8.3.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-physics8/libgz-physics8-sdf-dev_8.3.0-1%7enoble_arm64.deb,6
2469,False,arm64,ubuntu-stable,noble,ionic,gz-physics8,libgz-physics8-mesh-dev_8.3.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-physics8/libgz-physics8-mesh-dev_8.3.0-1%7enoble_arm64.deb,6
2470,False,arm64,ubuntu-stable,noble,ionic,gz-physics8,libgz-physics8-bullet_8.3.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-physics8/libgz-physics8-bullet_8.3.0-1%7enoble_arm64.deb,6
2471,False,arm64,ubuntu-stable,noble,ionic,gz-physics8,libgz-physics8-bullet-dev_8.3.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-physics8/libgz-physics8-bullet-dev_8.3.0-1%7enoble_arm64.deb,6
2472,False,arm64,ubuntu-stable,noble,ionic,gz-physics8,libgz-physics8-heightmap-dev_8.3.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-physics8/libgz-physics8-heightmap-dev_8.3.0-1%7enoble_arm64.deb,6
2473,False,arm64,ubuntu-stable,noble,ionic,gz-physics8,libgz-physics8-dartsim_8.3.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-physics8/libgz-physics8-dartsim_8.3.0-1%7enoble_arm64.deb,6
2474,False,arm64,ubuntu-stable,noble,ionic,gz-physics8,libgz-physics8-dartsim-dev_8.3.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-physics8/libgz-physics8-dartsim-dev_8.3.0-1%7enoble_arm64.deb,6
2475,False,arm64,ubuntu-stable,noble,ionic,gz-physics8,libgz-physics8-tpelib_8.3.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-physics8/libgz-physics8-tpelib_8.3.0-1%7enoble_arm64.deb,6
2476,False,arm64,ubuntu-stable,noble,ionic,gz-physics8,libgz-physics8-tpe_8.3.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-physics8/libgz-physics8-tpe_8.3.0-1%7enoble_arm64.deb,6
2477,False,arm64,ubuntu-stable,noble,ionic,gz-physics8,libgz-physics8-tpe-dev_8.3.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-physics8/libgz-physics8-tpe-dev_8.3.0-1%7enoble_arm64.deb,6
2478,False,arm64,ubuntu-stable,noble,ionic,gz-physics8,libgz-physics8-tpelib-dev_8.3.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-physics8/libgz-physics8-tpelib-dev_8.3.0-1%7enoble_arm64.deb,6
2479,False,arm64,ubuntu-stable,noble,ionic,gz-physics8,libgz-physics8-dev_8.3.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-physics8/libgz-physics8-dev_8.3.0-1%7enoble_arm64.deb,6
2480,False,arm64,ubuntu-stable,noble,ionic,gz-rendering9,libgz-rendering9-ogre2_9.5.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-rendering9/libgz-rendering9-ogre2_9.5.0-1%7enoble_arm64.deb,6
2481,False,arm64,ubuntu-stable,noble,ionic,gz-rendering9,libgz-rendering9-ogre2-dev_9.5.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-rendering9/libgz-rendering9-ogre2-dev_9.5.0-1%7enoble_arm64.deb,6
2482,False,arm64,ubuntu-stable,noble,ionic,gz-sensors9,libgz-sensors9_9.2.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-sensors9/libgz-sensors9_9.2.0-1%7enoble_arm64.deb,7
2483,False,arm64,ubuntu-stable,noble,ionic,gz-sensors9,libgz-sensors9-core-dev_9.2.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-sensors9/libgz-sensors9-core-dev_9.2.0-1%7enoble_arm64.deb,6
2484,False,arm64,ubuntu-stable,noble,ionic,gz-sensors9,libgz-sensors9-air-pressure_9.2.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-sensors9/libgz-sensors9-air-pressure_9.2.0-1%7enoble_arm64.deb,7
2485,False,arm64,ubuntu-stable,noble,ionic,gz-sensors9,libgz-sensors9-air-pressure-dev_9.2.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-sensors9/libgz-sensors9-air-pressure-dev_9.2.0-1%7enoble_arm64.deb,6
2486,False,arm64,ubuntu-stable,noble,ionic,gz-sensors9,libgz-sensors9-air-speed_9.2.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-sensors9/libgz-sensors9-air-speed_9.2.0-1%7enoble_arm64.deb,7
2487,False,arm64,ubuntu-stable,noble,ionic,gz-sensors9,libgz-sensors9-air-speed-dev_9.2.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-sensors9/libgz-sensors9-air-speed-dev_9.2.0-1%7enoble_arm64.deb,6
2488,False,arm64,ubuntu-stable,noble,ionic,gz-sensors9,libgz-sensors9-altimeter_9.2.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-sensors9/libgz-sensors9-altimeter_9.2.0-1%7enoble_arm64.deb,7
2489,False,arm64,ubuntu-stable,noble,ionic,gz-sensors9,libgz-sensors9-altimeter-dev_9.2.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-sensors9/libgz-sensors9-altimeter-dev_9.2.0-1%7enoble_arm64.deb,6
2490,False,arm64,ubuntu-stable,noble,ionic,gz-sensors9,libgz-sensors9-rendering_9.2.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-sensors9/libgz-sensors9-rendering_9.2.0-1%7enoble_arm64.deb,7
2491,False,arm64,ubuntu-stable,noble,ionic,gz-sensors9,libgz-sensors9-camera_9.2.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-sensors9/libgz-sensors9-camera_9.2.0-1%7enoble_arm64.deb,7
2492,False,arm64,ubuntu-stable,noble,ionic,gz-sensors9,libgz-sensors9-boundingbox-camera_9.2.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-sensors9/libgz-sensors9-boundingbox-camera_9.2.0-1%7enoble_arm64.deb,7
2493,False,arm64,ubuntu-stable,noble,ionic,gz-sensors9,libgz-sensors9-boundingbox-camera-dev_9.2.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-sensors9/libgz-sensors9-boundingbox-camera-dev_9.2.0-1%7enoble_arm64.deb,6
2494,False,arm64,ubuntu-stable,noble,ionic,gz-sensors9,libgz-sensors9-camera-dev_9.2.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-sensors9/libgz-sensors9-camera-dev_9.2.0-1%7enoble_arm64.deb,6
2495,False,arm64,ubuntu-stable,noble,ionic,gz-sensors9,libgz-sensors9-depth-camera_9.2.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-sensors9/libgz-sensors9-depth-camera_9.2.0-1%7enoble_arm64.deb,7
2496,False,arm64,ubuntu-stable,noble,ionic,gz-sensors9,libgz-sensors9-depth-camera-dev_9.2.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-sensors9/libgz-sensors9-depth-camera-dev_9.2.0-1%7enoble_arm64.deb,6
2497,False,arm64,ubuntu-stable,noble,ionic,gz-sensors9,libgz-sensors9-dvl_9.2.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-sensors9/libgz-sensors9-dvl_9.2.0-1%7enoble_arm64.deb,7
2498,False,arm64,ubuntu-stable,noble,ionic,gz-sensors9,libgz-sensors9-dvl-dev_9.2.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-sensors9/libgz-sensors9-dvl-dev_9.2.0-1%7enoble_arm64.deb,6
2499,False,arm64,ubuntu-stable,noble,ionic,gz-sensors9,libgz-sensors9-force-torque_9.2.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-sensors9/libgz-sensors9-force-torque_9.2.0-1%7enoble_arm64.deb,7
2500,False,arm64,ubuntu-stable,noble,ionic,gz-sensors9,libgz-sensors9-force-torque-dev_9.2.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-sensors9/libgz-sensors9-force-torque-dev_9.2.0-1%7enoble_arm64.deb,6
2501,False,arm64,ubuntu-stable,noble,ionic,gz-sensors9,libgz-sensors9-imu_9.2.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-sensors9/libgz-sensors9-imu_9.2.0-1%7enoble_arm64.deb,7
2502,False,arm64,ubuntu-stable,noble,ionic,gz-sensors9,libgz-sensors9-imu-dev_9.2.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-sensors9/libgz-sensors9-imu-dev_9.2.0-1%7enoble_arm64.deb,6
2503,False,arm64,ubuntu-stable,noble,ionic,gz-sensors9,libgz-sensors9-lidar_9.2.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-sensors9/libgz-sensors9-lidar_9.2.0-1%7enoble_arm64.deb,7
2504,False,arm64,ubuntu-stable,noble,ionic,gz-sensors9,libgz-sensors9-lidar-dev_9.2.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-sensors9/libgz-sensors9-lidar-dev_9.2.0-1%7enoble_arm64.deb,6
2505,False,arm64,ubuntu-stable,noble,ionic,gz-sensors9,libgz-sensors9-gpu-lidar_9.2.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-sensors9/libgz-sensors9-gpu-lidar_9.2.0-1%7enoble_arm64.deb,7
2506,False,arm64,ubuntu-stable,noble,ionic,gz-sensors9,libgz-sensors9-gpu-lidar-dev_9.2.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-sensors9/libgz-sensors9-gpu-lidar-dev_9.2.0-1%7enoble_arm64.deb,6
2507,False,arm64,ubuntu-stable,noble,ionic,gz-sensors9,libgz-sensors9-logical-camera_9.2.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-sensors9/libgz-sensors9-logical-camera_9.2.0-1%7enoble_arm64.deb,7
2508,False,arm64,ubuntu-stable,noble,ionic,gz-sensors9,libgz-sensors9-logical-camera-dev_9.2.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-sensors9/libgz-sensors9-logical-camera-dev_9.2.0-1%7enoble_arm64.deb,6
2509,False,arm64,ubuntu-stable,noble,ionic,gz-sensors9,libgz-sensors9-magnetometer_9.2.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-sensors9/libgz-sensors9-magnetometer_9.2.0-1%7enoble_arm64.deb,7
2510,False,arm64,ubuntu-stable,noble,ionic,gz-sensors9,libgz-sensors9-magnetometer-dev_9.2.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-sensors9/libgz-sensors9-magnetometer-dev_9.2.0-1%7enoble_arm64.deb,6
2511,False,arm64,ubuntu-stable,noble,ionic,gz-sensors9,libgz-sensors9-navsat_9.2.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-sensors9/libgz-sensors9-navsat_9.2.0-1%7enoble_arm64.deb,7
2512,False,arm64,ubuntu-stable,noble,ionic,gz-sensors9,libgz-sensors9-navsat-dev_9.2.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-sensors9/libgz-sensors9-navsat-dev_9.2.0-1%7enoble_arm64.deb,6
2513,False,arm64,ubuntu-stable,noble,ionic,gz-sensors9,libgz-sensors9-rendering-dev_9.2.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-sensors9/libgz-sensors9-rendering-dev_9.2.0-1%7enoble_arm64.deb,6
2514,False,arm64,ubuntu-stable,noble,ionic,gz-sensors9,libgz-sensors9-rgbd-camera_9.2.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-sensors9/libgz-sensors9-rgbd-camera_9.2.0-1%7enoble_arm64.deb,7
2515,False,arm64,ubuntu-stable,noble,ionic,gz-sensors9,libgz-sensors9-rgbd-camera-dev_9.2.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-sensors9/libgz-sensors9-rgbd-camera-dev_9.2.0-1%7enoble_arm64.deb,6
2516,False,arm64,ubuntu-stable,noble,ionic,gz-sensors9,libgz-sensors9-segmentation-camera_9.2.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-sensors9/libgz-sensors9-segmentation-camera_9.2.0-1%7enoble_arm64.deb,7
2517,False,arm64,ubuntu-stable,noble,ionic,gz-sensors9,libgz-sensors9-segmentation-camera-dev_9.2.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-sensors9/libgz-sensors9-segmentation-camera-dev_9.2.0-1%7enoble_arm64.deb,6
2518,False,arm64,ubuntu-stable,noble,ionic,gz-sensors9,libgz-sensors9-thermal-camera_9.2.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-sensors9/libgz-sensors9-thermal-camera_9.2.0-1%7enoble_arm64.deb,7
2519,False,arm64,ubuntu-stable,noble,ionic,gz-sensors9,libgz-sensors9-thermal-camera-dev_9.2.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-sensors9/libgz-sensors9-thermal-camera-dev_9.2.0-1%7enoble_arm64.deb,6
2520,False,arm64,ubuntu-stable,noble,ionic,gz-sensors9,libgz-sensors9-wide-angle-camera_9.2.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-sensors9/libgz-sensors9-wide-angle-camera_9.2.0-1%7enoble_arm64.deb,7
2521,False,arm64,ubuntu-stable,noble,ionic,gz-sensors9,libgz-sensors9-wide-angle-camera-dev_9.2.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-sensors9/libgz-sensors9-wide-angle-camera-dev_9.2.0-1%7enoble_arm64.deb,6
2522,False,arm64,ubuntu-stable,noble,ionic,gz-sensors9,libgz-sensors9-dev_9.2.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-sensors9/libgz-sensors9-dev_9.2.0-1%7enoble_arm64.deb,6
2523,False,arm64,ubuntu-stable,noble,ionic,gz-rendering9,libgz-rendering9-dev_9.5.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-rendering9/libgz-rendering9-dev_9.5.0-1%7enoble_arm64.deb,6
2524,False,arm64,ubuntu-stable,noble,ionic,gz-sim9,libgz-sim9_9.5.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-sim9/libgz-sim9_9.5.0-1%7enoble_arm64.deb,7
2525,False,arm64,ubuntu-stable,noble,ionic,gz-sim9,libgz-sim9-plugins_9.5.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-sim9/libgz-sim9-plugins_9.5.0-1%7enoble_arm64.deb,7
2526,False,arm64,ubuntu-stable,noble,ionic,gz-sim9,libgz-sim9-dev_9.5.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-sim9/libgz-sim9-dev_9.5.0-1%7enoble_arm64.deb,6
2527,False,arm64,ubuntu-stable,noble,ionic,gz-launch8,libgz-launch8_8.0.2-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-launch8/libgz-launch8_8.0.2-1%7enoble_arm64.deb,5
2528,False,arm64,ubuntu-stable,noble,ionic,gz-launch8,libgz-launch8-dev_8.0.2-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-launch8/libgz-launch8-dev_8.0.2-1%7enoble_arm64.deb,5
2529,False,arm64,ubuntu-stable,noble,ionic,gz-launch8,gz-launch8-cli_8.0.2-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-launch8/gz-launch8-cli_8.0.2-1%7enoble_arm64.deb,5
2530,False,arm64,ubuntu-stable,noble,ionic,gz-plugin3,gz-plugin3-cli_3.1.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-plugin3/gz-plugin3-cli_3.1.0-1%7enoble_arm64.deb,6
2531,False,arm64,ubuntu-stable,noble,ionic,gz-sim9,gz-sim9-cli_9.5.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-sim9/gz-sim9-cli_9.5.0-1%7enoble_arm64.deb,6
2532,False,arm64,ubuntu-stable,noble,ionic,gz-transport14,gz-transport14-cli_14.2.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-transport14/gz-transport14-cli_14.2.0-1%7enoble_arm64.deb,6
2533,False,arm64,ubuntu-stable,noble,ionic,gz-msgs11,python3-gz-msgs11_11.1.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-msgs11/python3-gz-msgs11_11.1.0-1%7enoble_arm64.deb,6
2534,False,arm64,ubuntu-stable,noble,ionic,gz-transport14,python3-gz-transport14_14.2.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-transport14/python3-gz-transport14_14.2.0-1%7enoble_arm64.deb,6
2535,False,arm64,ubuntu-stable,noble,ionic,gz-sim9,python3-gz-sim9_9.5.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-sim9/python3-gz-sim9_9.5.0-1%7enoble_arm64.deb,6
2536,False,arm64,ubuntu-stable,noble,ionic,gz-ionic,gz-ionic_1.0.0-1%7enoble_arm64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-ionic/gz-ionic_1.0.0-1%7enoble_arm64.deb,4
2537,False,,ubuntu-stable,,,,,/gazebo/ubuntu-stable/lists/localreadd_vivid_main_armhf_Packages,10
2538,False,i386,ubuntu-stable,precise,jetty,robot-msgs,librobot-msgs_0.1.0-1~precise_i386.deb,/gazebo/ubuntu-stable/pool/main/r/robot-msgs/librobot-msgs_0.1.0-1~precise_i386.deb,6
2539,False,i386,ubuntu,zesty,jetty,ignition-msgs0,libignition-msgs0_0.7.0-3~zesty_i386.deb,/gazebo/ubuntu/pool/main/i/ignition-msgs0/libignition-msgs0_0.7.0-3~zesty_i386.deb,7
2540,False,amd64,ubuntu-stable,precise,jetty,robot-msgs,librobot-msgs_0.1.0-1~precise_amd64.deb,/gazebo/ubuntu-stable/pool/main/r/robot-msgs/librobot-msgs_0.1.0-1~precise_amd64.deb,6
2541,False,,debian-prerelease,sid,,,,/gazebo/debian-prerelease/dists/sid/main/binary-i386/,15
2542,False,,ubuntu,,,,,/gazebo/ubuntu/lists/dart6%252E13%255Fgazebo%255Fppa_jammy_main_arm64_Packages,14
2543,False,i386,ubuntu,xenial,jetty,ignition-msgs0,libignition-msgs0_0.7.0-3~xenial_i386.deb,/gazebo/ubuntu/pool/main/i/ignition-msgs0/libignition-msgs0_0.7.0-3~xenial_i386.deb,6
2544,False,amd64,ubuntu-stable,noble,jetty,gz-msgs12,gz-msgs12-cli_12.0.1-1%7enoble_amd64.deb,/gazebo/ubuntu-stable/pool/main/g/gz-msgs12/gz-msgs12-cli_12.0.1-1%7enoble_amd64.deb,430
2545,True,,,,,,Release.gpg,/gazebo/debian-prerelease/dists/bookworm/Release.gpg,9
2546,False,amd64,ubuntu-prerelease,noble,jetty,gz-sim10,python3-gz-sim10_10.1.0-1.991%7enoble_amd64.deb,/gazebo/ubuntu-prerelease/pool/main/g/gz-sim10/python3-gz-sim10_10.1.0-1.991%7enoble_amd64.deb,77
2547,False,armhf,ubuntu,jammy,fortress,ignition-fortress,ignition-fortress_1.0.3-2~jammy_armhf.deb,/gazebo/ubuntu/pool/main/i/ignition-fortress/ignition-fortress_1.0.3-2~jammy_armhf.deb,6
2548,False,amd64,ubuntu-prerelease,noble,jetty,dart,libdart-core%2bcollisions%2bodelcpsolver6.16_6.16.2%2bds-1%7eosrf1%7enoble_amd64.deb,/gazebo/ubuntu-prerelease/pool/main/d/dart/libdart-core%2bcollisions%2bodelcpsolver6.16_6.16.2%2bds-1%7eosrf1%7enoble_amd64.deb,118
2549,False,amd64,ubuntu-prerelease,noble,jetty,gz-sim10,libgz-sim10-dev_10.1.0-1.991%7enoble_amd64.deb,/gazebo/ubuntu-prerelease/pool/main/g/gz-sim10/libgz-sim10-dev_10.1.0-1.991%7enoble_amd64.deb,77
2550,False,amd64,ubuntu-prerelease,noble,jetty,gz-sim10,gz-sim10-cli_10.1.0-1.991%7enoble_amd64.deb,/gazebo/ubuntu-prerelease/pool/main/g/gz-sim10/gz-sim10-cli_10.1.0-1.991%7enoble_amd64.deb,78
2551,False,arm64,ubuntu,jammy,fortress,ignition-fortress,ignition-fortress_1.0.3-2~jammy_arm64.deb,/gazebo/ubuntu/pool/main/i/ignition-fortress/ignition-fortress_1.0.3-2~jammy_arm64.deb,6
2552,False,amd64,ubuntu-prerelease,noble,jetty,gz-sim10,libgz-sim10_10.1.0-1.991%7enoble_amd64.deb,/gazebo/ubuntu-prerelease/pool/main/g/gz-sim10/libgz-sim10_10.1.0-1.991%7enoble_amd64.deb,79
2553,False,amd64,ubuntu-prerelease,noble,jetty,gz-sim10,libgz-sim10-gui_10.1.0-1.991%7enoble_amd64.deb,/gazebo/ubuntu-prerelease/pool/main/g/gz-sim10/libgz-sim10-gui_10.1.0-1.991%7enoble_amd64.deb,78
2554,False,,ubuntu,bionic,jetty,ignition-cmake2,ignition-cmake2_2.17.1-1~bionic.debian.tar.xz,/gazebo/ubuntu/pool/main/i/ignition-cmake2/ignition-cmake2_2.17.1-1~bionic.debian.tar.xz,8
2555,False,amd64,ubuntu-prerelease,noble,jetty,gz-sim10,libgz-sim10-plugins_10.1.0-1.991%7enoble_amd64.deb,/gazebo/ubuntu-prerelease/pool/main/g/gz-sim10/libgz-sim10-plugins_10.1.0-1.991%7enoble_amd64.deb,80
2556,False,amd64,ubuntu-prerelease,noble,jetty,gz-sim10,libgz-sim10-plugins-gui_10.1.0-1.991%7enoble_amd64.deb,/gazebo/ubuntu-prerelease/pool/main/g/gz-sim10/libgz-sim10-plugins-gui_10.1.0-1.991%7enoble_amd64.deb,78
2557,False,,ubuntu-prerelease,,citadel,ignition-gazebo3,,/gazebo/ubuntu-prerelease/pool/main/i/ignition-gazebo3/,16
2558,False,amd64,ubuntu,artful,jetty,ignition-msgs0,libignition-msgs0-dev_0.7.0-3~artful_amd64.deb,/gazebo/ubuntu/pool/main/i/ignition-msgs0/libignition-msgs0-dev_0.7.0-3~artful_amd64.deb,5
2559,False,,ubuntu,,,,,/gazebo/ubuntu/lists/localreadd_bionic_main_armhf_Packages,18
2560,False,amd64,ubuntu-prerelease,noble,jetty,gz-sim10,gz-sim10-server_10.1.0-1.991%7enoble_amd64.deb,/gazebo/ubuntu-prerelease/pool/main/g/gz-sim10/gz-sim10-server_10.1.0-1.991%7enoble_amd64.deb,75
2561,False,arm64,ubuntu-stable,bionic,dome,ignition-sensors4,libignition-sensors4-altimeter_4.3.0-1~bionic_arm64.deb,/gazebo/ubuntu-stable/pool/main/i/ignition-sensors4/libignition-sensors4-altimeter_4.3.0-1~bionic_arm64.deb,6
2562,False,,ubuntu,xenial,jetty,libopensplice67,libopensplice67_6.7.0+osrf1-1~xenial.dsc,/gazebo/ubuntu/pool/main/libo/libopensplice67/libopensplice67_6.7.0+osrf1-1~xenial.dsc,2
2563,False,,ubuntu,bionic,fortress,ignition-transport11,ignition-transport11_11.4.0-1~bionic.debian.tar.xz,/gazebo/ubuntu/pool/main/i/ignition-transport11/ignition-transport11_11.4.0-1~bionic.debian.tar.xz,8
2564,False,,ubuntu-nightly,bionic,jetty,ignition-math7,ignition-math7_6.999.999+nightly+git20220311+2r0d05f47467eb68017512823eb331b3b660d235ef-2~bionic.dsc,/gazebo/ubuntu-nightly/pool/main/i/ignition-math7/ignition-math7_6.999.999+nightly+git20220311+2r0d05f47467eb68017512823eb331b3b660d235ef-2~bionic.dsc,2
2565,False,amd64,ubuntu,focal,fortress,ignition-transport11,libignition-transport11_11.4.1-1~focal_amd64.deb,/gazebo/ubuntu/pool/main/i/ignition-transport11/libignition-transport11_11.4.1-1~focal_amd64.deb,6
2566,False,,ubuntu-stable,,jetty,drcsim,drcsim_1.0.0-0ubuntu1.dsc,/gazebo/ubuntu-stable/pool/main/d/drcsim/drcsim_1.0.0-0ubuntu1.dsc,9
2567,False,,debian-testing,stretch,,,,/gazebo/debian-testing/dists/stretch/main/binary-i386/Packages,8
2568,False,,ubuntu,,,,,/gazebo/ubuntu/lock,23
2569,False,i386,ubuntu,xenial,jetty,ignition-msgs0,libignition-msgs0-dbg_0.7.0-3~xenial_i386.deb,/gazebo/ubuntu/pool/main/i/ignition-msgs0/libignition-msgs0-dbg_0.7.0-3~xenial_i386.deb,5
2570,False,i386,ubuntu,bionic,fortress,ignition-transport11,libignition-transport11_11.4.0-1~bionic_i386.deb,/gazebo/ubuntu/pool/main/i/ignition-transport11/libignition-transport11_11.4.0-1~bionic_i386.deb,7
